page_views,session_duration,bounce_rate,traffic_source,time_on_page,previous_visits,conversion_rate
7,7.4675288829847695,0.5093217486631368,Paid,6.3634723300972365,0,1.0
4,1.8926018888608171,0.1397961636790493,Organic,3.1033895265566587,0,1.0
3,0.9649174657281344,0.4854521835042943,Referral,4.377897111227182,0,1.0
2,0.4588550970831323,0.36961868677751,Paid,1.24304707030713,2,0.7967557424547288
6,0.0112563754111372,0.1831266779641198,Organic,5.900334030844856,2,1.0
3,2.2788706382199604,0.4759607164569466,Referral,5.027113599371577,1,1.0
5,0.3400325579558769,0.3141586794354785,Paid,3.714916639818429,3,1.0
9,1.4913982201312304,0.1249713200345534,Organic,5.792328941717439,1,1.0
6,2.6694705082287595,0.3970800939316899,Organic,2.2606589736464398,2,0.8687610399453146
6,0.9675904098674976,0.2322428524572279,Organic,2.6504010685917785,1,1.0
9,0.5779313974360883,0.6457106694868895,Organic,2.5728844533515853,2,1.0
4,4.471255226016584,0.1471812206831701,Direct,0.7919360899622273,2,1.0
9,8.80059288553245,0.2898801421887009,Paid,2.997510010313455,1,1.0
2,0.3175499658303944,0.1671402525916281,Organic,3.4937756517619354,2,1.0
10,0.5073525135162468,0.2354840228585739,Organic,2.134253607453947,0,1.0
6,9.657576918783365,0.051086870800733,Organic,3.1070076519935896,3,1.0
9,0.1155496554534393,0.1100238844017761,Paid,3.276242705373073,1,1.0
4,11.400416877338902,0.0669185959955765,Organic,5.5535489926849735,3,1.0
1,0.0139659066271273,0.3133613570187845,Paid,5.755733747613868,4,1.0
6,6.206541319901083,0.2563381237756467,Organic,9.081799797021272,1,1.0
8,1.1015838796582622,0.3068085992120768,Social,2.2705261958393845,5,1.0
6,8.370491992142888,0.2964079056711756,Organic,7.478524876377625,0,1.0
2,1.143540954398527,0.3815736795386159,Paid,6.619431041505792,3,1.0
3,3.186606655219403,0.068599468370799,Referral,1.1218573860138978,3,1.0
5,0.2502510344556304,0.045909718802066,Paid,6.971477091571966,2,1.0
3,0.8325212864557237,0.2831866242706098,Social,1.1263977197236308,1,0.8744843267502497
3,4.457407393190684,0.1311917349714964,Referral,3.7901010927703633,0,1.0
5,2.2566912899066884,0.1727127120638288,Paid,7.826826066796699,5,1.0
6,7.891978664572248,0.3998181506527994,Paid,0.4243939424485501,0,1.0
5,1.679792406433677,0.227532182911388,Direct,5.162229294657114,0,1.0
3,6.116335587742476,0.3909923542014915,Referral,1.2486325879613145,1,1.0
5,1.7878187921382305,0.5042881717594425,Direct,9.227409198604729,2,1.0
3,11.625378244874224,0.2852315842956066,Organic,6.473043947706223,1,1.0
3,9.64423172393417,0.5739087701953813,Paid,0.9140210593945092,5,1.0
6,1.1975696904893145,0.1617778916894449,Direct,2.3981329274077803,1,0.9088357026361086
5,6.512662490682253,0.1351135552621585,Organic,8.233772652219175,2,1.0
6,5.643963817427391,0.23675500359878,Direct,4.468721981755516,3,1.0
2,0.7097519011818283,0.164526487976559,Organic,5.685964728757378,1,1.0
4,2.936816329533221,0.2530427949307719,Direct,2.644228965632059,1,1.0
7,0.2263772114878869,0.5457533592735235,Paid,6.688997323275894,1,1.0
6,5.436695792351719,0.1036711961214268,Organic,10.679449414627271,2,1.0
5,0.5754647995443896,0.2566508003454342,Social,1.4213801693060428,1,1.0
4,0.2203412992879926,0.4494711140356089,Organic,2.5218802882446263,2,1.0
3,1.5335725490526284,0.3171730094227865,Organic,4.474073839817083,2,1.0
3,2.580597142110548,0.1876220487689337,Organic,3.058990147789545,4,1.0
7,5.7913470027108005,0.1941115524545964,Referral,4.3985189793959245,1,1.0
7,10.977091268977032,0.4438276047983579,Direct,5.067110645459287,3,1.0
6,1.7367380342262182,0.199953157956209,Organic,3.072196813946721,3,1.0
6,0.1870529002937989,0.2190782166390574,Paid,2.179539054299033,3,1.0
7,4.1482887603234415,0.2709528740375334,Organic,3.784863276164753,3,1.0
8,2.498422852206063,0.3043091873047309,Referral,1.0710391996741937,0,1.0
6,1.78203123907626,0.0552136922775337,Organic,1.9879835143919349,0,1.0
3,1.1100139392391175,0.2162418595800752,Organic,2.725889501821931,2,1.0
7,2.0938673371432466,0.0510522902438839,Organic,3.551557937110545,2,1.0
5,1.240550529563596,0.1139363263473978,Paid,8.767249214248691,0,1.0
5,4.244228025902186,0.2112439156594694,Social,0.6689786983316508,1,1.0
7,2.3550881247292024,0.3306023200701377,Paid,3.6438179525181646,0,1.0
4,6.28300224093805,0.2859935464951983,Organic,5.672679926459652,1,1.0
9,2.352788346448182,0.0562264496988952,Paid,2.9341606232289847,1,1.0
4,0.8164594712035298,0.4772944870437045,Social,2.252288264698725,0,1.0
5,5.713277467576045,0.1987990771428499,Organic,3.2758003650227674,1,1.0
2,2.4440402679092195,0.3346154179043382,Organic,2.296890371421974,2,1.0
6,0.6951948633680447,0.1463059665156274,Organic,1.4920045781034217,5,1.0
3,2.930573926598889,0.3152610306849136,Referral,1.8151687334964832,0,1.0
6,1.3281776894388035,0.5123492200305838,Paid,1.8443252983349196,0,0.9325454594296814
2,5.58150820981024,0.2780673788599246,Paid,14.264802931707855,3,1.0
3,1.8115637850745652,0.1575111953787996,Organic,4.103969067239065,6,1.0
5,3.8887178019998303,0.1425346737889799,Organic,3.141011092559457,2,1.0
3,0.3012390165065718,0.2284727323906531,Direct,1.5561284920660086,1,1.0
4,1.5126641709219673,0.2769074232965213,Organic,9.791441185977844,1,1.0
5,12.266537687935152,0.0857546234540837,Direct,5.452240456492651,1,1.0
6,4.957980378612432,0.1765612628140704,Paid,5.9369222268790125,2,1.0
3,0.5228487487656157,0.5280604060827006,Organic,8.897551137734014,2,1.0
3,0.9762101765975316,0.1945413159564688,Paid,2.3102080586045988,1,1.0
4,1.2006080766715876,0.0313796656053493,Direct,9.049868247078232,0,1.0
5,3.1526013866520888,0.1394595720655908,Paid,4.376876322838118,2,1.0
4,4.244016809963814,0.2462714108251806,Social,7.275034714239368,5,1.0
2,4.153207760655973,0.177797786867308,Organic,3.5498083436792056,4,1.0
6,2.139278678872115,0.3994584897869793,Paid,2.353521169793928,1,1.0
6,4.995177537594125,0.394311397066615,Social,5.883734969007183,3,1.0
8,1.7238430529144333,0.0217225983360254,Direct,1.346004106652498,2,1.0
1,0.3967585690575952,0.2549449489445414,Paid,5.419541377159844,2,1.0
6,2.493380843270661,0.1152029675283075,Referral,0.2070173819999189,3,1.0
2,9.128558726358031,0.1040616618915663,Organic,0.8465403052133496,1,1.0
5,4.725017449757027,0.5935636271771894,Organic,1.740479856108795,6,1.0
2,2.5932349420926637,0.1560048092597932,Organic,3.016579317195472,5,1.0
6,3.1222105088525813,0.113945984927015,Organic,6.081979543064046,2,1.0
4,8.001964200709786,0.322041647534774,Organic,1.9347063956718211,3,1.0
3,1.6776472746574818,0.4808339098593076,Organic,4.80342949711786,2,1.0
5,1.2076816166111808,0.0944746737795822,Direct,3.1162333816392547,0,1.0
6,11.348458299276192,0.1234849792139043,Referral,7.008283027454058,0,1.0
3,5.973042440378119,0.2942400230616854,Paid,1.5864544419609712,1,1.0
4,1.170445161584612,0.6315198751416798,Direct,2.6644997979833374,3,1.0
8,1.8696356051504632,0.3035135654312956,Organic,8.023780429273895,2,1.0
4,1.6088309835866306,0.5656975822865379,Paid,1.436848945773108,2,0.8248027988594051
10,0.4843667628025118,0.6420299221182524,Referral,5.274311468214218,4,1.0
4,9.497379219239686,0.3283843144650636,Organic,0.557270605809776,0,1.0
5,1.554116888462007,0.3767705822363964,Referral,8.505160283446262,2,1.0
10,6.246233022988854,0.1845266137726085,Organic,1.756233586722795,0,1.0
3,0.6297796990361515,0.419572940660775,Organic,1.909935826166936,7,1.0
4,2.381361968440681,0.1415866582536039,Organic,1.0462371417866865,1,0.9933829120236504
7,0.0727593867895229,0.1268491719144591,Direct,5.003371014447885,1,1.0
5,4.334574492637506,0.4509169341674394,Referral,3.831937970323239,4,1.0
10,2.609036660175747,0.1676802152975113,Referral,1.5235067144705878,3,1.0
4,2.94720813850993,0.3112703131543445,Paid,3.3429796629206106,2,1.0
2,0.1593191771324265,0.3907657741344331,Organic,13.33602859214232,1,1.0
3,0.7111126201871178,0.1731158236047595,Referral,6.910315317448445,1,1.0
5,0.2317152652333174,0.0994940557542345,Paid,7.983271935667626,2,1.0
8,1.022887032626958,0.0360059968361741,Organic,1.864586258447049,1,1.0
4,2.9620635504001505,0.1391470264482049,Referral,1.6280821415885804,3,1.0
3,2.50541811606814,0.6510126073390348,Organic,0.6631754076734568,2,1.0
8,2.841408456324744,0.1410292205916578,Organic,4.301892387599437,0,1.0
6,2.390535712457777,0.0446765805604612,Social,2.7264653522163536,2,1.0
8,0.9566052334221544,0.5582407707059253,Referral,8.402272183592608,2,1.0
3,0.8411562630123677,0.1162049364582946,Referral,8.00141814012807,3,1.0
3,0.4422292455054428,0.3865551419436774,Paid,4.917496225172536,1,1.0
5,5.672834767733094,0.0499072955712928,Organic,1.1614552158159206,5,1.0
11,2.8750855072237718,0.3423308861589597,Referral,1.073812166124006,2,1.0
7,0.6192686688140001,0.5281057611267155,Referral,0.3418879631244524,1,0.7999291728638829
4,0.585160563444853,0.1213137223728496,Paid,1.5592342612719785,2,1.0
3,6.191545676399855,0.1024993495472728,Direct,1.1604732458097509,2,1.0
8,4.072897557993839,0.3150640503275923,Direct,5.168079937562848,2,1.0
8,3.2311314280910715,0.2100626037915715,Paid,2.5959626888128904,1,1.0
3,1.566995235775559,0.3909156062663104,Social,2.170248239269463,1,1.0
3,0.9113350325882902,0.494703788398346,Paid,3.1206829555284994,2,1.0
6,11.654794419520115,0.2784648130919117,Paid,3.519864491011351,3,1.0
2,4.787190508255374,0.5252811563715021,Organic,2.0144284719955654,4,1.0
7,1.077659781000376,0.4428309521790087,Paid,2.683800534902148,1,1.0
5,5.643047000571059,0.1051226205039511,Direct,5.538817410331922,1,1.0
5,4.268028043371605,0.2424827303379748,Social,6.247581499411092,2,1.0
6,1.0575389217977509,0.0973185836292199,Social,1.1413305623170695,0,0.9374711791343642
1,1.6682685224988238,0.3841995748467242,Organic,2.918301478090645,3,0.962735154389598
10,0.6172131666621097,0.3380427433829219,Organic,9.02713663574228,4,1.0
2,0.3531511132789967,0.242378330155932,Organic,9.169156548892058,2,1.0
5,3.8486371631331178,0.182125074157103,Organic,8.427336656713786,2,1.0
4,0.933924377207235,0.1711627629939095,Paid,4.560344050865341,4,1.0
5,5.145384876577549,0.1530022847906599,Organic,2.7945433678232816,0,1.0
4,16.284397770817776,0.2836844180288076,Paid,0.4083042307103492,2,1.0
5,0.2391426801592959,0.1152187396218051,Paid,1.3888333918159894,1,0.7805975266666291
6,1.9218641510242984,0.1992603268792707,Organic,3.167497505343782,1,1.0
1,4.859412762982256,0.1256340985647837,Organic,5.672978403241965,0,1.0
3,4.666993364299804,0.643345940905428,Social,4.863526557780136,2,1.0
2,4.28131354626783,0.1398226128150173,Organic,1.0779548449324623,4,1.0
5,1.2877135707889624,0.2375315347132163,Organic,2.2856222453496517,2,1.0
4,1.8146027305974264,0.1659281273486859,Social,8.674680381854143,2,1.0
7,2.711370254719584,0.3800226292016706,Direct,2.900913518275145,0,1.0
7,10.94212830295279,0.3211691186728126,Referral,4.910351437002628,3,1.0
2,1.1904703840051498,0.6100167193357181,Organic,2.3952315420596384,1,0.9898097205334998
6,7.6974608307628944,0.3083269643635966,Organic,0.6335612354936426,3,1.0
7,0.9414905959050052,0.2549393409409261,Direct,3.961049126689503,6,1.0
2,13.549957836916008,0.148651125170045,Social,2.800176439852718,4,1.0
7,3.3283859847771597,0.680795586549518,Paid,3.0015409448462744,0,0.9493444529468968
5,1.8681303472749788,0.2731639355439437,Organic,3.579698961687669,1,1.0
7,2.8510198597129595,0.1315872246094115,Organic,1.499107639222952,1,1.0
6,0.9545523746875292,0.6286607942050515,Organic,3.43792007386585,2,1.0
5,0.9613342979757178,0.4588573656075864,Referral,1.550935479408058,3,1.0
6,0.361607047616913,0.3389642337541753,Organic,4.9339539935263135,0,0.8751636270102439
5,0.3632852982230596,0.0853233282770757,Direct,20.021284702121196,5,1.0
4,1.2816221392386788,0.0978009096728387,Organic,1.8951288058964384,0,1.0
7,4.31725657737778,0.3430155652929761,Referral,8.746138671996468,6,1.0
1,2.809259669552969,0.3892643710156325,Organic,3.169156083464636,0,1.0
8,0.3247091420924522,0.3108637051359995,Paid,3.5457834476314027,2,1.0
4,5.736427276013574,0.5527228671460921,Organic,2.892015115286917,4,1.0
5,2.759146973153312,0.2736000464618834,Social,1.85343980425388,3,1.0
3,9.721491939905285,0.1590079868060649,Paid,2.23754830167461,1,1.0
7,3.327674414920913,0.6711778201678625,Organic,10.7554423572601,3,1.0
2,0.5777516133551177,0.1602307567617102,Social,1.4982226823240417,3,0.8384061506480025
5,1.9261268769137327,0.3332258195397585,Paid,6.633625657224974,2,1.0
10,3.136616198688543,0.3615541889687104,Direct,2.4964111243821043,3,1.0
7,0.086015513376933,0.291312499070624,Direct,0.5176054153485553,1,0.8324669016654878
7,0.045067618736137,0.3290304848953652,Direct,3.408635542222352,1,1.0
10,0.4157282893703822,0.2628500652268041,Organic,13.6396207133488,2,1.0
1,0.8697113560694196,0.1189075840344555,Organic,5.900910890463071,0,1.0
5,1.6839846584127491,0.157841286822732,Direct,0.2091273117236033,3,1.0
3,2.0050152778587917,0.1432225687517516,Paid,5.504601130822633,1,1.0
8,0.4455961132849674,0.1740292708464749,Organic,2.699797957578128,4,1.0
7,3.3569799458981446,0.1630024233988521,Social,1.2032786095739565,2,1.0
3,2.7200465888968486,0.7926547823005319,Organic,2.402637130695961,4,1.0
1,1.0463928643346656,0.2532169877307543,Referral,1.2661068756105869,1,1.0
5,0.0412621141609092,0.133916763045289,Social,0.572741948016439,0,0.5288026272314337
3,0.2424847733099056,0.1672434213607208,Social,1.7224247819645155,1,0.5082267595513816
6,1.4912355270611637,0.0505770275101235,Organic,2.050625649994679,3,1.0
3,0.5016168061932867,0.2556974717157588,Paid,1.9983848921649832,2,1.0
4,1.418757736089952,0.281449718907375,Paid,2.353450729729418,3,1.0
5,2.968057252697767,0.6950088505414233,Paid,1.881070384888407,2,1.0
8,2.3771622427607606,0.2317748659246802,Organic,3.28039221398827,0,1.0
7,0.7886791569892964,0.3458584092439203,Paid,8.616289796604448,2,1.0
5,1.2639718021447668,0.1814123948341279,Paid,0.6443024482467679,1,0.9276540174373444
4,2.8559962133409798,0.3870961806567247,Paid,4.357585117604365,1,1.0
6,5.916716776932096,0.4412483191773937,Social,4.323490699123865,2,1.0
8,4.197694321121431,0.0600680903820185,Paid,1.2959749286438935,2,1.0
4,2.418275998979576,0.007868090852084,Organic,7.360139156641023,0,1.0
3,1.3496290383984006,0.478026951617414,Referral,0.6737269460457774,3,1.0
2,1.3626331061532173,0.356761141881269,Social,5.528478251981256,1,1.0
3,6.346258618565298,0.0828116952165478,Organic,3.578504027202264,2,1.0
9,0.1201030894765719,0.413105125304971,Referral,1.2352518849683551,2,1.0
5,13.2642101272938,0.0792001701618222,Organic,8.725271739016227,2,1.0
4,3.2752861135754707,0.3171507761772657,Organic,0.627118184646287,1,1.0
7,3.428987783768388,0.2107301296171495,Direct,7.593991677779683,2,1.0
8,0.1162157405849668,0.4978670834241888,Direct,1.9020361462143696,4,1.0
4,2.7906310470964977,0.4141401718994155,Paid,2.7076557572958677,2,1.0
4,1.9894725596116456,0.163581829753037,Referral,1.1740126599679372,5,1.0
8,0.3354066799781401,0.4241024626419138,Social,2.0421306198909805,3,1.0
5,0.9768663827936476,0.4205382086412505,Direct,6.108036618171878,2,1.0
5,6.630413099722312,0.4501294149905204,Paid,4.202479922222964,2,1.0
6,2.395445862087,0.47604704784596,Paid,10.212445965826412,2,1.0
7,1.6003211375588928,0.3518386634201246,Paid,1.372679456414687,5,1.0
2,0.2263766946779754,0.0404959721578592,Organic,2.4132965049727115,2,1.0
1,3.756565438361616,0.5684506782564406,Paid,4.4364315220947885,0,1.0
7,3.640562964453111,0.3262153123769725,Social,4.452984315118637,7,1.0
5,2.8560926619917124,0.2330848381636334,Social,2.5830044179238016,4,1.0
4,2.141658132836479,0.1690279321959008,Social,1.0455124060644612,1,0.9049883868380946
4,1.7063410754418775,0.5584382072557583,Organic,7.8120386673524544,5,1.0
3,2.698825174813135,0.3423243578315025,Paid,1.3753270295435924,0,1.0
8,0.7973525790276021,0.7897954524203986,Organic,1.9587796024920832,3,0.9584077962455358
7,8.503855265207113,0.1155741082480263,Organic,2.5981605733954,0,1.0
1,2.6659867812206945,0.0186124422585096,Direct,4.128671031215687,4,1.0
2,1.1183800699221211,0.3025193210081061,Paid,1.2392937576940082,2,1.0
4,1.7917652424125063,0.3734644158357922,Social,2.5266281006513283,4,0.9524661376797516
6,4.914820916621904,0.476520170802151,Organic,5.837243410093609,0,1.0
4,0.5288373660127729,0.2306098125686888,Paid,9.159373150232025,1,1.0
6,1.039476420159915,0.227726906073212,Referral,1.6918660958390186,1,0.9777055185520296
8,3.413694104622141,0.2694819932233236,Organic,0.5945064071281135,1,0.9803973780151924
7,1.1371525977235957,0.1683165768147924,Organic,4.346906969897895,2,1.0
5,4.7178961341020855,0.3942218201727996,Organic,0.7730914996292921,4,1.0
2,0.4193503585814174,0.2399353318578692,Referral,3.940186225597631,4,1.0
1,4.315115515490753,0.567646641391592,Direct,2.7771651880204224,0,0.9516115942886568
7,0.2123997359101888,0.1178688310749891,Social,2.617454852588546,2,1.0
4,0.0380177147540636,0.1884143223003916,Direct,1.3062444718778896,3,1.0
1,6.854928694028068,0.2423930738548468,Social,10.415478713359365,1,1.0
6,2.612082821709275,0.1977054117297867,Social,2.29736273327666,0,1.0
5,1.3007924525356167,0.3991071996283847,Paid,5.4183352986655855,0,1.0
8,0.7942203378416719,0.2230009000415244,Paid,3.4732597505860707,0,1.0
5,2.878266354689556,0.1595669171111713,Paid,4.891406795724057,2,1.0
4,2.133946794957514,0.3237829434214287,Social,8.436773910455928,1,1.0
10,14.337776370996067,0.3094841830442646,Organic,1.3123699314888435,1,1.0
7,12.261985296453917,0.3659978668561264,Organic,1.6131046554456905,1,1.0
4,3.0237756964867666,0.4323097180632175,Direct,2.0966722416344936,1,0.8220336027959583
8,1.7548727445768897,0.6499020408633883,Organic,8.334458771398063,4,1.0
5,2.0267527617104864,0.0841607267589561,Direct,5.725969782734843,1,1.0
5,3.441634589131911,0.3980451286011596,Referral,2.8547589558852726,1,1.0
5,0.3213346242116008,0.0920978696449662,Organic,2.512742805657928,1,1.0
2,1.1940629853416391,0.0972013033547812,Referral,2.1785131183144717,1,0.9613116643201765
3,0.2347676981617313,0.1380818617379149,Social,4.313047965562814,3,1.0
4,0.2285728740136331,0.026546465263405,Organic,8.050592304664873,2,1.0
9,0.653868245692027,0.2053597983098856,Social,4.563618803865816,2,1.0
0,1.992240767285944,0.3578891239130183,Social,3.3002278479839298,3,1.0
5,4.608204397084502,0.0915690807016938,Organic,5.059560528500014,2,1.0
5,1.9936552130032767,0.5104783476273279,Organic,1.8901736859749996,1,1.0
5,1.226055608682887,0.1220641527575968,Organic,9.069597697291144,3,1.0
5,0.2578274501185031,0.0233225172478192,Organic,9.055312571814758,0,1.0
4,2.397493890409041,0.0847151448424812,Organic,3.1454911050839227,4,1.0
9,0.9493501387524472,0.0918830498435731,Referral,1.7468187728501294,3,1.0
6,2.863022978575449,0.4571642385226133,Organic,1.746603374858811,3,1.0
2,11.341371390634006,0.3903013420719892,Social,2.4584198048607826,1,1.0
6,0.3540350203627704,0.2328119383234242,Organic,4.064775167197726,2,1.0
6,0.7152490116647354,0.3298771483876854,Paid,0.505146668064754,4,1.0
6,1.9222024071474388,0.4710192939803471,Referral,2.766064941586296,3,1.0
5,10.38416238617068,0.3143351721736627,Social,5.946264438046479,1,1.0
2,4.432727049808145,0.2859854496154639,Paid,2.338076626417194,0,1.0
5,6.85509595729328,0.4603882163410085,Organic,1.5660160302604174,1,1.0
3,1.218112633897147,0.1332415153910693,Social,3.832732638162167,0,1.0
3,14.499403683442331,0.0727433588742951,Organic,2.818959229177588,5,1.0
3,0.3255391592723407,0.2774105507166076,Organic,5.038873368344376,2,1.0
6,0.1632827277166131,0.2531457247444864,Paid,1.0692235398906549,2,0.7642583997937071
6,5.8055587367515065,0.1226547772633516,Social,3.923794410259726,2,1.0
4,7.862792385881892,0.4231294070822874,Organic,8.053915465849688,0,1.0
5,0.2848624094879357,0.1909410187474101,Paid,4.039796443679012,1,0.908741341710585
5,0.3611768756871473,0.1682224883725448,Paid,1.7155526356151485,0,0.7984590215370212
7,0.1012107025223856,0.3393338997816287,Direct,0.2573396805434981,2,0.9871748479133016
5,0.3311445080376064,0.1830555255406189,Organic,1.4280343275595828,5,1.0
3,0.7049645818617328,0.0367515945571755,Organic,2.568988402461288,1,1.0
4,10.52734538374645,0.3101236408603713,Paid,0.6405326106217203,1,1.0
7,3.306598143954675,0.1621005788360801,Organic,3.0438957881737942,3,1.0
5,4.522716333048679,0.285004849875913,Referral,2.530810378784813,1,1.0
7,4.49019527630489,0.2022527709202408,Referral,1.1150489202186695,1,1.0
8,2.2976294629472607,0.2316862286750964,Social,4.678400742483303,1,1.0
7,4.790882888610091,0.1689284474640936,Social,5.452857023652823,2,1.0
5,2.717592328471457,0.3959023583160074,Direct,9.591394006408995,3,1.0
8,1.133022086781241,0.0451967673148841,Paid,2.636885612239579,2,1.0
4,2.470520143820889,0.1146951749061965,Direct,0.9987828253714808,2,1.0
6,2.287546992891484,0.1789982336708916,Organic,1.1950857686085898,3,1.0
8,5.202505360829703,0.294336279134576,Referral,7.352477027751577,2,1.0
6,12.007027844584762,0.135369820241413,Paid,3.4612228227838804,2,1.0
3,1.5882040956302657,0.2742866057166289,Social,2.8200985438957917,4,1.0
8,4.324034790745252,0.239181100334326,Paid,6.479232666397556,1,1.0
4,0.31529166442879,0.437149309468624,Social,1.8193720529076576,3,1.0
7,4.4994828074261655,0.3895054876639024,Direct,8.413692091491745,4,1.0
